age,sport_licence,niveau_etude,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
47.0,non,master,2992.0,veuf,0.85,2020-05-24,5000.0,12221.497002904627
53.0,non,bac+2,2551.0,veuf,0.55,2023-11-18,10000.0,500.0
64.0,oui,aucun,2397.0,célibataire,0.65,2022-09-30,770.36,500.0
67.0,non,doctorat,2271.0,divorcé,0.72,2023-04-30,5000.0,26202.29364602064
33.0,oui,master,836.0,veuf,0.18,2020-07-16,5000.0,13594.483099222509
27.0,non,doctorat,1368.0,veuf,0.52,2024-12-31,5000.0,16726.61730589305
56.0,non,master,2501.0,marié,0.96,2023-04-25,10000.0,6209.017754457762
51.0,non,master,3628.0,veuf,0.29,2024-06-28,5000.0,17487.364062374418
60.0,non,bac,1428.0,célibataire,0.49,2023-04-13,10000.0,500.0
43.0,oui,doctorat,1272.0,célibataire,0.52,2023-01-04,7125.745999999999,17180.747364859002
75.0,oui,bac+2,2203.0,divorcé,0.89,2023-07-22,881.31,1218.6885186709649
72.0,non,aucun,1673.0,célibataire,0.14,2022-02-07,5000.0,500.0
26.0,non,master,3211.0,marié,0.63,2023-05-31,10000.0,500.0
35.0,oui,bac+2,1734.0,divorcé,0.94,2021-11-24,595.52,500.0
18.0,non,doctorat,2684.0,marié,0.88,2022-02-06,5125.746,6490.263887720251
44.0,non,aucun,3735.0,veuf,0.67,2024-11-03,5000.0,11336.582245331756
65.0,oui,master,3280.0,célibataire,0.71,2021-01-10,742.17,4811.583325083363
34.0,oui,bac,1881.0,divorcé,0.96,2025-04-25,4306.197999999999,500.0
25.0,oui,master,1185.0,célibataire,0.77,2021-06-02,10000.0,4764.080767080563
36.0,non,master,2605.0,veuf,0.36,2020-05-03,5000.0,2072.612953248639
59.0,oui,bac+2,2388.0,divorcé,0.12,2022-04-25,7000.0,19911.605107960168
52.0,oui,bac,5529.0,divorcé,0.26,2020-02-20,978.47,12115.063057018866
25.0,non,aucun,3987.0,veuf,0.25,2020-08-29,10000.0,500.0
37.0,non,master,500.0,veuf,0.74,2021-03-19,10000.0,500.0
31.0,non,aucun,996.0,marié,0.88,2022-05-10,10000.0,500.0
19.0,non,master,3501.0,célibataire,0.75,2025-01-12,10000.0,500.0
33.0,oui,master,3927.0,veuf,0.94,2021-09-07,10000.0,500.0
60.0,oui,master,1788.0,veuf,0.83,2022-06-11,10000.0,4057.200623269282
44.0,oui,aucun,2135.0,veuf,0.07,2023-01-05,10000.0,12036.587454506234
72.0,non,aucun,2246.0,célibataire,0.1,2023-11-30,5000.0,500.0
62.0,non,aucun,1949.0,divorcé,0.17,2022-12-11,5000.0,500.0
54.0,non,bac,2671.0,divorcé,0.1,2024-12-16,6089.548,500.0
36.0,non,aucun,883.0,divorcé,0.55,2023-04-04,984.8,500.0
42.0,non,master,4505.0,divorcé,0.43,2024-10-13,1050.32,11592.615118525766
37.0,non,aucun,1985.0,célibataire,0.66,2020-12-17,5000.0,500.0
48.0,non,bac,4496.0,veuf,0.57,2022-06-22,5000.0,11412.41630558962
20.0,non,doctorat,3083.0,marié,0.7,2021-07-20,7125.745999999999,20267.859899313466
21.0,oui,master,563.0,célibataire,0.57,2024-01-04,624.2,500.0
49.0,non,doctorat,3273.0,veuf,0.98,2024-05-19,940.64,25485.92799727102
22.0,oui,bac,3469.0,veuf,0.28,2023-10-24,10000.0,500.0
50.0,oui,bac,2972.0,célibataire,0.77,2021-11-05,10000.0,500.0
43.0,non,doctorat,5591.0,divorcé,0.44,2021-12-27,70.2,27169.79024891466
61.0,oui,master,3053.0,célibataire,0.29,2024-03-03,5000.0,5829.392890245829
48.0,non,doctorat,2217.0,divorcé,0.69,2020-12-18,5000.0,5641.446316003912
33.0,non,master,1366.0,célibataire,0.73,2025-02-27,7125.745999999999,10274.237651227835
24.0,non,aucun,3474.0,veuf,0.25,2021-05-31,884.32,23591.386634775885
42.0,non,aucun,1962.0,veuf,0.21,2024-05-26,5000.0,500.0
71.0,non,doctorat,2054.0,marié,0.43,2022-11-01,435.23,500.0
61.0,non,aucun,2993.0,divorcé,0.63,2021-01-24,10000.0,18203.25123957057
35.0,non,bac+2,500.0,veuf,0.02,2022-07-23,5000.0,500.0
33.0,oui,master,2682.0,célibataire,0.58,2025-03-04,10000.0,500.0
46.0,non,bac,1984.0,marié,0.98,2020-01-05,3494.3120000000004,500.0
54.0,oui,bac+2,2436.0,marié,0.72,2024-01-03,5000.0,500.0
45.0,oui,bac+2,4506.0,veuf,0.5,2024-04-20,5000.0,19023.266343556643
72.0,non,bac+2,2944.0,célibataire,0.02,2020-06-11,10000.0,20036.559665464894
32.0,oui,aucun,3000.0,veuf,0.81,2023-04-28,484.05,23093.579365077137
38.0,oui,bac,2117.0,veuf,0.78,2024-05-06,5000.0,500.0
73.0,oui,bac,4179.0,veuf,0.99,2025-03-07,5000.0,500.0
68.0,non,master,2256.0,marié,0.81,2024-10-27,9000.0,2608.038146752956
41.0,non,aucun,1215.0,célibataire,0.66,2023-12-08,4541.070000000001,500.0
36.0,non,bac+2,1266.0,divorcé,0.69,2022-09-22,4165.505999999999,500.0
34.0,non,doctorat,1716.0,veuf,0.96,2024-03-10,5000.0,2580.5457986031665
69.0,oui,bac+2,500.0,marié,0.18,2022-06-07,5104.818,500.0
63.0,oui,bac+2,1885.0,célibataire,0.13,2022-02-04,5268.7519999999995,2617.2688975616197
39.0,non,aucun,1947.0,marié,0.57,2024-03-21,778.98,500.0
50.0,oui,doctorat,4893.0,divorcé,0.41,2023-01-14,10000.0,2198.4733917871195
51.0,non,doctorat,2001.0,veuf,0.12,2023-12-18,10000.0,500.0
44.0,non,bac+2,1058.0,veuf,0.6,2025-06-10,1094.87,500.0
42.0,oui,doctorat,1798.0,divorcé,0.56,2020-08-10,5000.0,29030.897708251487
27.0,non,master,3490.0,veuf,0.13,2025-02-22,10000.0,500.0
30.0,non,master,1163.0,divorcé,0.99,2025-04-09,10000.0,14490.55665277678
64.0,oui,bac,677.0,veuf,0.78,2022-08-18,10000.0,500.0
43.0,oui,bac,3478.0,marié,0.25,2023-02-18,1125.54,19312.826657426056
52.0,non,bac,1429.0,marié,0.1,2024-09-17,5000.0,500.0
64.0,oui,bac+2,1815.0,veuf,0.53,2020-05-28,10000.0,6539.364585742696
43.0,non,bac+2,939.0,divorcé,0.49,2023-02-22,10000.0,500.0
48.0,non,master,3651.0,célibataire,0.2,2023-09-09,5000.0,500.0
36.0,non,master,4294.0,veuf,0.33,2020-08-16,3492.9339999999997,500.0
65.0,non,master,500.0,veuf,0.71,2021-08-05,10000.0,19856.959950460925
57.0,non,bac,2942.0,célibataire,0.26,2024-07-08,484.98,500.0
36.0,non,master,3813.0,veuf,0.16,2023-04-07,6262.036,16208.352297119474
25.0,non,aucun,3639.0,célibataire,0.59,2021-01-21,5000.0,2868.2172391992262
56.0,non,aucun,1949.0,divorcé,0.17,2023-08-27,8000.0,500.0
24.0,non,bac,2067.0,divorcé,0.27,2022-09-17,5000.0,7110.280593272672
52.0,oui,bac,2634.0,célibataire,0.09,2024-07-24,10000.0,500.0
40.0,oui,bac,1994.0,célibataire,0.47,2022-12-25,5323.138,500.0
69.0,oui,doctorat,3675.0,veuf,0.67,2020-08-11,5000.0,3369.3744318165614
48.0,oui,bac,2041.0,divorcé,0.81,2022-12-04,10000.0,1682.1876032147509
73.0,oui,doctorat,3530.0,veuf,0.21,2023-11-18,451.09,30097.51999004206
26.0,oui,bac+2,2189.0,divorcé,0.72,2021-03-21,6231.054,500.0
45.0,oui,doctorat,4432.0,divorcé,0.54,2020-10-27,4315.87,11643.12169285824
48.0,non,bac,2053.0,divorcé,0.91,2021-12-06,5187.012000000001,7918.454079581251
27.0,non,aucun,1973.0,veuf,0.75,2023-08-25,1032.48,500.0
37.0,oui,aucun,1901.0,veuf,0.33,2023-04-15,5000.0,500.0
24.0,non,bac,1777.0,marié,0.17,2022-03-10,10000.0,7784.109217279946
25.0,non,doctorat,1968.0,veuf,0.56,2022-04-18,260.08,16044.037142259434
69.0,non,bac+2,4246.0,veuf,0.62,2022-08-14,5000.0,13597.789457675364
35.0,non,master,3723.0,célibataire,0.2,2024-07-23,5125.746,16051.413784118842
60.0,oui,doctorat,2812.0,marié,0.83,2020-04-19,10000.0,14888.550669731809
28.0,oui,bac+2,1734.0,célibataire,0.41,2023-04-12,5000.0,15564.892447349652
19.0,oui,aucun,1430.0,veuf,0.01,2023-05-21,928.67,500.0
18.0,non,master,3260.0,veuf,0.68,2020-04-11,4422.46,500.0
58.0,non,bac+2,2348.0,veuf,0.83,2022-05-14,10000.0,24137.20557864265
20.0,non,doctorat,1781.0,veuf,0.04,2024-04-24,10000.0,19371.76980338837
64.0,oui,bac,4506.0,divorcé,0.3,2023-12-23,380.04,500.0
19.0,non,master,3654.0,veuf,0.12,2023-12-18,10000.0,27538.83621001084
34.0,non,master,2902.0,célibataire,0.05,2020-01-25,859.382,26472.089588442963
38.0,non,doctorat,3990.0,célibataire,0.3,2020-06-13,1047.28,18405.536615579706
44.0,non,master,500.0,veuf,0.67,2023-03-30,7115.901999999999,26863.839321045703
72.0,non,bac,1929.0,veuf,0.84,2025-03-01,768.38,500.0
40.0,oui,aucun,4392.0,célibataire,0.36,2022-08-22,5000.0,7252.455340403303
60.0,oui,aucun,2560.0,veuf,0.97,2020-11-03,1197.73,500.0
65.0,oui,doctorat,1023.0,veuf,0.41,2021-11-16,10000.0,500.0
65.0,oui,doctorat,2267.0,veuf,0.49,2024-08-26,6101.005999999999,10069.37961823913
28.0,oui,master,3840.0,marié,0.41,2020-04-10,873.34,500.0
41.0,non,bac,4059.0,marié,0.66,2022-01-12,167.69,500.0
49.0,non,aucun,1251.0,veuf,0.95,2024-12-15,5000.0,500.0
75.0,non,bac+2,2886.0,veuf,0.89,2020-02-08,575.99,16779.310891199162
69.0,non,master,3877.0,célibataire,0.2,2020-01-06,8000.0,19014.90986893521
44.0,non,master,1525.0,veuf,0.83,2021-06-20,956.34,500.0
28.0,oui,master,3436.0,divorcé,0.76,2024-08-27,10000.0,500.0
53.0,non,bac+2,2431.0,divorcé,0.23,2022-03-26,10000.0,500.0
63.0,oui,aucun,3335.0,célibataire,0.84,2020-06-27,5326.4220000000005,500.0
73.0,non,master,1852.0,marié,0.42,2021-12-03,5000.0,15663.950010947725
71.0,oui,doctorat,2274.0,marié,0.39,2022-01-30,8000.0,31338.253413617484
34.0,non,aucun,1640.0,divorcé,0.56,2022-01-11,6202.716,500.0
55.0,oui,bac+2,500.0,veuf,0.87,2022-07-08,5000.0,500.0
27.0,oui,aucun,3926.0,veuf,0.72,2021-10-13,842.36,20949.0247161146
39.0,oui,master,2970.0,veuf,0.59,2024-05-06,523.62,500.0
23.0,non,aucun,500.0,marié,0.88,2021-10-17,5000.0,500.0
29.0,non,doctorat,1594.0,divorcé,0.91,2020-01-19,849.75,500.0
24.0,non,bac+2,3203.0,marié,0.23,2023-09-17,4506.452,500.0
40.0,oui,aucun,949.0,célibataire,0.95,2024-03-31,5177.78,4776.593132446143
32.0,oui,aucun,3040.0,veuf,0.65,2024-01-18,10000.0,500.0
21.0,non,bac,2911.0,veuf,0.4,2021-12-31,1067.02,500.0
41.0,non,bac+2,3745.0,veuf,0.84,2021-04-22,629.46,500.0
62.0,oui,bac,1209.0,veuf,0.09,2020-02-24,4320.273999999999,500.0
45.0,oui,doctorat,1377.0,veuf,0.11,2022-10-06,5000.0,13391.888798889278
19.0,non,bac+2,2926.0,veuf,0.5,2023-09-16,10000.0,646.6217022406513
22.0,oui,bac,4562.0,veuf,0.94,2024-01-11,10000.0,17529.02859365475
42.0,oui,doctorat,4165.0,veuf,0.67,2024-07-06,10000.0,17791.46851178242
27.0,oui,master,3432.0,divorcé,0.82,2021-03-05,6299.86,28571.21696408391
57.0,oui,bac+2,2775.0,veuf,0.21,2022-11-24,10000.0,14804.384764934435
38.0,non,doctorat,4453.0,marié,0.66,2021-08-09,8125.745999999999,26816.634657858063
45.0,non,doctorat,1673.0,veuf,0.8,2020-05-23,10000.0,500.0
34.0,oui,doctorat,3173.0,célibataire,0.47,2024-03-13,10000.0,7462.890250717657
52.0,oui,master,2848.0,célibataire,0.93,2020-05-22,1059.87,10583.74761305786
67.0,non,master,3646.0,marié,0.53,2020-09-21,5000.0,500.0
55.0,non,bac,2450.0,veuf,0.85,2023-02-10,5000.0,23664.61113932692
26.0,non,bac,2067.0,marié,0.95,2023-12-11,10000.0,500.0
23.0,non,master,3426.0,célibataire,0.32,2023-03-31,5000.0,500.0
59.0,non,master,3343.0,divorcé,0.81,2020-06-13,10000.0,27521.313164384694
56.0,oui,master,3967.0,veuf,0.22,2021-06-26,993.55,15758.354273507064
69.0,non,doctorat,3826.0,veuf,0.2,2022-12-26,10000.0,500.0
41.0,non,doctorat,2779.0,marié,0.93,2020-08-19,872.59,500.0
59.0,non,doctorat,1654.0,marié,0.6,2023-02-11,5000.0,500.0
38.0,oui,bac,1951.0,veuf,0.91,2021-01-18,5000.0,500.0
35.0,non,aucun,1873.0,veuf,0.56,2023-02-25,913.66,500.0
74.0,oui,doctorat,2564.0,divorcé,0.64,2023-01-06,6203.0419999999995,24290.15800291845
20.0,non,aucun,500.0,veuf,0.09,2023-07-18,5000.0,500.0
32.0,non,master,1254.0,marié,0.38,2022-12-23,6231.054,500.0
42.0,oui,bac+2,3692.0,veuf,0.64,2021-12-06,689.38,500.0
24.0,oui,aucun,2617.0,marié,0.45,2022-05-17,2496.028,500.0
29.0,oui,doctorat,1788.0,veuf,0.85,2022-03-01,10000.0,10621.118164711372
21.0,non,bac+2,3542.0,marié,0.61,2023-12-25,2421.838,500.0
57.0,oui,doctorat,3397.0,veuf,0.39,2024-12-14,5000.0,500.0
27.0,non,bac+2,762.0,veuf,0.86,2022-04-20,114.48,500.0
29.0,non,bac+2,500.0,veuf,0.4,2022-01-19,3447.292,9004.448133727248
54.0,oui,aucun,945.0,divorcé,0.77,2021-12-14,755.16,21223.50384140941
30.0,oui,bac,1596.0,divorcé,0.4,2021-07-06,1012.71,500.0
27.0,non,doctorat,4533.0,célibataire,0.36,2021-04-11,10000.0,5673.237634095111
73.0,non,bac,2719.0,veuf,0.06,2023-05-09,5000.0,500.0
39.0,non,doctorat,1652.0,veuf,0.51,2021-05-03,743.17,20609.73901314166
38.0,non,master,2251.0,divorcé,0.89,2022-05-29,8125.745999999999,5965.651301855502
25.0,oui,bac,2231.0,veuf,0.41,2020-01-17,5000.0,500.0
27.0,non,aucun,3253.0,célibataire,0.78,2024-06-25,5000.0,500.0
22.0,oui,bac+2,2278.0,célibataire,0.39,2025-03-15,1194.64,7310.378455642601
35.0,oui,bac+2,2485.0,marié,0.81,2024-06-26,5000.0,500.0
46.0,oui,doctorat,3240.0,divorcé,0.98,2020-05-27,10000.0,11802.636631031393
42.0,oui,aucun,3414.0,marié,0.37,2023-08-19,265.82,500.0
31.0,oui,aucun,500.0,divorcé,0.25,2020-01-19,10000.0,500.0
67.0,non,bac+2,1119.0,célibataire,0.98,2020-01-10,1005.35,500.0
42.0,non,bac,1316.0,divorcé,0.03,2020-02-09,215.76,500.0
67.0,non,master,4387.0,veuf,0.46,2020-03-05,10000.0,18315.307202071555
34.0,oui,bac+2,1779.0,marié,0.0,2020-07-11,5296.946,15864.645345418949
67.0,non,master,930.0,divorcé,0.4,2022-09-29,10000.0,13360.481587277964
67.0,non,doctorat,500.0,célibataire,0.14,2023-08-04,5000.0,9553.953299996794
61.0,non,bac,1952.0,veuf,0.24,2021-07-06,10000.0,500.0
20.0,non,master,3210.0,divorcé,0.81,2020-03-10,10000.0,500.0
39.0,non,aucun,2990.0,divorcé,0.01,2022-02-27,5000.0,500.0
60.0,non,master,4106.0,divorcé,0.98,2022-06-21,6101.005999999999,500.0
35.0,non,bac,2195.0,marié,0.98,2021-03-24,5000.0,7773.616174051187
50.0,oui,bac+2,5102.0,célibataire,0.52,2022-11-14,348.73,28077.535436582708
46.0,oui,doctorat,3544.0,marié,0.1,2021-09-02,5000.0,20269.85576305451
35.0,non,master,2958.0,veuf,0.97,2021-04-30,10000.0,10388.51790085164
33.0,non,bac,1325.0,veuf,0.25,2020-07-17,10000.0,10525.770677808212
71.0,non,doctorat,1852.0,marié,0.51,2022-08-28,5000.0,995.5166701097656
50.0,oui,master,1474.0,célibataire,0.56,2021-05-02,10000.0,17457.459898382112
29.0,non,aucun,751.0,divorcé,0.35,2024-05-05,4291.714,500.0
34.0,non,bac,3825.0,veuf,0.96,2024-06-18,653.69,8808.544522083663
30.0,oui,aucun,1616.0,divorcé,0.53,2021-11-07,880.15,500.0
65.0,non,aucun,2733.0,veuf,0.1,2020-05-19,252.62,500.0
22.0,non,doctorat,2428.0,divorcé,0.53,2024-11-18,5000.0,9321.002868731512
50.0,non,doctorat,500.0,veuf,0.1,2023-09-10,691.51,13276.587458420916
61.0,oui,doctorat,2440.0,veuf,0.68,2020-03-16,6099.969999999999,29685.259695723915
53.0,oui,bac,500.0,divorcé,0.95,2021-07-24,496.2,500.0
47.0,non,doctorat,4140.0,veuf,0.96,2024-03-28,5000.0,30471.130258877496
52.0,oui,bac+2,1537.0,veuf,0.27,2022-12-23,5000.0,14556.674364045097
24.0,oui,master,5382.0,veuf,0.24,2023-02-13,5205.796,19317.05137305451
21.0,non,master,2945.0,veuf,0.3,2020-03-29,10000.0,12902.733070171165
55.0,oui,bac+2,3151.0,divorcé,0.1,2024-11-27,5000.0,1431.8923012851226
42.0,oui,doctorat,4396.0,célibataire,0.2,2020-11-09,9000.0,9782.234952135836
60.0,non,bac,3648.0,veuf,0.76,2020-04-20,10000.0,500.0
29.0,oui,aucun,2528.0,divorcé,0.72,2023-02-22,300.7,500.0
59.0,non,master,500.0,veuf,0.58,2023-11-24,202.92,500.0
39.0,oui,bac,1994.0,divorcé,0.56,2025-03-05,10000.0,500.0
55.0,non,master,4116.0,marié,0.07,2020-04-11,178.96,12003.534357622068
19.0,oui,bac+2,3990.0,veuf,0.75,2021-05-30,10000.0,500.0
56.0,non,master,1931.0,veuf,0.81,2021-06-24,5168.534,500.0
36.0,non,master,500.0,marié,0.19,2024-08-18,755.21,24905.606757809524
25.0,non,master,2718.0,veuf,0.75,2024-06-12,10000.0,2018.511939674249
68.0,oui,bac,500.0,célibataire,0.45,2020-03-15,6104.818,500.0
74.0,non,bac+2,500.0,marié,0.42,2023-12-12,769.52,500.0
40.0,non,bac,1275.0,veuf,0.37,2021-08-11,10000.0,500.0
56.0,non,doctorat,2139.0,veuf,0.61,2021-04-20,5115.4619999999995,500.0
56.0,oui,master,500.0,célibataire,0.46,2020-02-01,10000.0,500.0
60.0,oui,bac+2,1572.0,célibataire,0.78,2020-03-29,1230.61,500.0
63.0,oui,doctorat,1775.0,célibataire,0.08,2020-01-07,691.9,9742.464230728074
41.0,oui,bac+2,4828.0,marié,0.57,2020-08-22,836.82,19974.36250326048
47.0,non,doctorat,1961.0,veuf,0.4,2022-05-19,1325.82,8352.269542293807
20.0,oui,master,1211.0,veuf,0.06,2024-10-27,5366.956,19122.15627474305
67.0,non,bac+2,2943.0,veuf,0.48,2021-04-25,10000.0,500.0
35.0,oui,bac,1484.0,divorcé,0.57,2020-10-17,8125.745999999999,6141.754873641539
28.0,oui,bac,2437.0,veuf,0.38,2020-03-06,10000.0,500.0
44.0,oui,doctorat,3301.0,marié,0.69,2021-01-31,909.13,500.0
64.0,non,aucun,1425.0,veuf,0.06,2022-03-29,740.94,500.0
39.0,oui,doctorat,3199.0,veuf,0.44,2022-12-10,10000.0,13659.788557147689
22.0,non,bac,1747.0,divorcé,0.27,2024-12-28,3597.042,500.0
55.0,non,doctorat,3176.0,divorcé,0.84,2024-05-23,10000.0,23478.367585273834
53.0,oui,bac,1518.0,célibataire,0.72,2022-03-14,657.82,500.0
55.0,non,aucun,500.0,veuf,0.54,2022-02-18,662.4,500.0
49.0,oui,doctorat,1926.0,marié,0.5,2025-02-16,5000.0,27918.39139845398
29.0,non,bac+2,1973.0,veuf,0.83,2022-02-12,10000.0,15940.066458539815
19.0,oui,aucun,2890.0,divorcé,0.26,2021-06-27,859.382,18440.0947683428
29.0,oui,master,1153.0,célibataire,0.0,2023-10-12,5366.956,18653.933367016085
63.0,oui,doctorat,500.0,marié,0.85,2023-04-04,10000.0,500.0
48.0,oui,doctorat,2051.0,veuf,0.14,2023-01-25,755.16,6019.403762439538
29.0,oui,doctorat,2404.0,veuf,0.11,2023-08-23,5000.0,500.0
75.0,non,bac+2,2195.0,veuf,0.67,2022-07-31,864.51,12116.735922661364
39.0,oui,bac+2,2948.0,veuf,0.52,2021-10-21,7125.746000000001,1628.2269546195282
39.0,oui,aucun,3065.0,marié,0.86,2022-09-29,5000.0,6304.354711646022
30.0,oui,aucun,3512.0,marié,0.94,2023-08-02,7125.745999999999,1097.734152885021
39.0,oui,master,1948.0,divorcé,0.74,2022-09-17,10000.0,500.0
26.0,non,bac+2,1159.0,veuf,0.25,2020-07-16,10000.0,500.0
66.0,oui,aucun,2716.0,veuf,0.12,2020-11-05,603.14,500.0
36.0,non,bac,1234.0,célibataire,0.08,2025-03-28,5324.302000000001,500.0
53.0,non,doctorat,1683.0,veuf,1.0,2025-05-07,854.24,17544.229118396204
70.0,non,bac+2,1365.0,célibataire,0.06,2023-03-13,10000.0,500.0
39.0,non,master,2375.0,veuf,0.87,2022-08-09,10000.0,26781.62493286336
21.0,oui,doctorat,2654.0,veuf,0.83,2021-10-22,5000.0,500.0
38.0,non,bac+2,1864.0,marié,0.8,2022-09-07,5268.7519999999995,1310.0312379277782
23.0,oui,aucun,1217.0,célibataire,0.04,2023-04-13,3356.8,500.0
18.0,non,bac,2959.0,célibataire,0.25,2020-07-30,5000.0,17448.463743353303
45.0,oui,doctorat,3454.0,veuf,0.61,2023-11-09,531.23,500.0
58.0,non,bac,2068.0,célibataire,0.21,2021-04-18,10000.0,4831.095936754803
72.0,oui,bac+2,3512.0,divorcé,0.65,2021-07-13,5000.0,500.0
75.0,non,aucun,3050.0,veuf,0.94,2023-12-15,3268.396,500.0
73.0,non,bac,1234.0,célibataire,0.8,2023-10-19,7000.0,500.0
49.0,oui,aucun,4470.0,divorcé,0.34,2024-09-20,10000.0,7606.906787858475
27.0,oui,bac+2,3030.0,veuf,0.42,2025-03-01,4400.5779999999995,500.0
64.0,non,bac+2,2510.0,marié,0.3,2020-08-10,997.2,15641.430444636242
57.0,oui,doctorat,2076.0,divorcé,0.83,2023-08-21,10000.0,500.0
58.0,non,master,1249.0,veuf,0.99,2022-04-26,5000.0,5903.121429594549
42.0,oui,bac,3007.0,veuf,0.89,2022-07-05,5000.0,500.0
60.0,oui,doctorat,1271.0,veuf,0.71,2021-01-01,1173.14,13726.688630509469
54.0,non,aucun,3776.0,divorcé,0.12,2022-08-25,748.61,500.0
41.0,non,doctorat,2824.0,veuf,0.2,2023-04-05,1015.44,500.0
45.0,oui,bac,2156.0,marié,0.83,2024-09-17,5000.0,500.0
30.0,non,bac,3205.2,divorcé,0.17,2025-03-13,10000.0,17621.263409549185
43.0,oui,doctorat,2093.0,marié,0.92,2022-09-13,5000.0,17755.396966746877
66.0,non,doctorat,3881.0,célibataire,0.72,2024-03-30,5000.0,500.0
37.0,non,bac+2,1699.0,divorcé,0.9,2021-03-04,1018.55,5072.40774301872
71.0,oui,bac,2939.0,veuf,0.7,2024-11-15,993.47,4430.517508374148
48.0,non,doctorat,2646.0,veuf,0.72,2022-05-03,5000.0,30446.678097494743
26.0,oui,bac+2,3017.0,célibataire,0.94,2022-08-05,5322.796,5056.4693227472335
27.0,non,master,1980.0,divorcé,0.69,2021-04-13,10000.0,500.0
27.0,oui,bac,2952.0,marié,0.83,2020-06-01,5000.0,500.0
30.0,non,master,3041.0,veuf,0.46,2021-02-06,10000.0,500.0
73.0,oui,aucun,1404.0,marié,1.0,2020-10-08,3474.8239999999996,500.0
34.0,non,bac+2,2365.0,marié,0.22,2024-08-28,10000.0,6359.17776042718
26.0,oui,doctorat,794.0,célibataire,0.27,2023-03-10,5000.0,14704.882462864834
40.0,oui,doctorat,1764.0,divorcé,0.02,2023-09-03,10000.0,24211.1925468773
23.0,oui,bac+2,3607.0,divorcé,0.35,2023-11-28,751.09,500.0
72.0,non,bac,1660.0,veuf,0.13,2021-02-03,10000.0,10331.832333591798
71.0,non,bac,1727.0,marié,0.07,2024-04-24,6171.2,2393.024642366496
32.0,non,doctorat,2028.0,veuf,0.5,2022-03-06,5000.0,500.0
44.0,non,bac+2,5137.0,marié,0.89,2024-03-08,4261.508,500.0
66.0,oui,doctorat,2897.0,veuf,0.45,2023-03-18,5340.076,17885.154978031467
68.0,non,master,2660.0,veuf,0.03,2020-05-24,574.35,8465.176258108768
71.0,oui,master,500.0,veuf,0.57,2024-08-06,10000.0,22367.56513832505
29.0,oui,aucun,1370.0,veuf,0.73,2023-05-18,1043.91,500.0
32.0,oui,doctorat,3189.0,veuf,0.98,2022-04-06,5000.0,28694.58037745761
49.0,oui,doctorat,3388.0,divorcé,0.93,2020-09-01,5000.0,4320.435002797856
52.0,non,doctorat,3704.0,divorcé,0.95,2022-11-07,908.8,500.0
19.0,oui,master,1771.0,veuf,0.83,2024-12-04,6296.946,3862.985765129087
59.0,oui,doctorat,581.0,marié,0.18,2020-05-08,10000.0,27879.82124066532
46.0,non,master,1402.0,veuf,0.76,2023-07-24,619.94,500.0
41.0,non,master,3385.0,marié,0.44,2024-02-16,5000.0,500.0
27.0,oui,aucun,1660.0,veuf,0.79,2024-01-30,10000.0,500.0
45.0,non,bac+2,1921.0,veuf,0.62,2023-09-29,2440.738,500.0
28.0,oui,doctorat,2226.0,veuf,0.12,2020-04-16,4231.054,500.0
43.0,non,bac+2,4309.0,veuf,0.3,2024-02-18,5272.074,13213.109409290666
70.0,non,aucun,4083.0,célibataire,0.35,2024-12-01,10000.0,3919.7683954042
49.0,non,bac+2,2331.0,veuf,0.05,2020-12-23,119.66,20361.28677185645
74.0,oui,master,1408.0,veuf,0.33,2024-03-15,882.36,500.0
50.0,oui,aucun,3890.0,célibataire,0.54,2024-02-12,10000.0,500.0
30.0,non,bac,4394.0,célibataire,0.93,2021-04-17,4356.8,500.0
65.0,non,aucun,1567.0,veuf,0.38,2020-02-08,10000.0,500.0
37.0,oui,doctorat,3614.0,veuf,0.99,2024-12-21,664.92,12237.716493345806
55.0,oui,doctorat,1107.0,divorcé,0.17,2022-12-28,5000.0,2996.4497351340556
33.0,non,master,929.0,célibataire,0.15,2021-11-30,10000.0,500.0
52.0,non,aucun,1963.0,veuf,0.05,2021-02-11,718.34,500.0
43.0,oui,master,1049.0,célibataire,0.28,2020-05-17,5000.0,16380.729519544204
64.0,oui,doctorat,1547.0,veuf,0.48,2020-01-03,6101.005999999999,500.0
56.0,non,bac+2,1089.0,célibataire,0.2,2024-01-11,6000.0,500.0
60.0,oui,doctorat,988.0,marié,0.7,2023-05-18,10000.0,10640.52715654582
72.0,oui,master,2418.0,veuf,0.49,2020-08-06,10000.0,500.0
29.0,non,bac+2,2945.0,marié,0.99,2023-02-27,5000.0,5088.32654632901
69.0,oui,master,3259.0,divorcé,0.85,2020-12-27,641.65,9154.663141159524
32.0,non,bac+2,3835.0,veuf,0.6,2023-08-06,304.71,4215.636826651407
49.0,oui,aucun,3569.0,veuf,0.18,2020-07-05,10000.0,500.0
72.0,oui,master,2659.0,divorcé,0.67,2021-03-30,10000.0,500.0
75.0,oui,bac,1220.0,veuf,0.12,2020-09-24,529.53,500.0
25.0,non,bac,500.0,veuf,0.49,2021-10-16,2664.2799999999997,500.0
74.0,oui,bac+2,2200.0,divorcé,0.11,2021-02-15,4304.686,500.0
68.0,oui,aucun,4282.0,célibataire,0.69,2020-10-31,5000.0,1825.2154391635029
