age,sport_licence,niveau_etude,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,risque_personnel,date_creation_compte,loyer_mensuel,montant_pret
59.0,non,doctorat,0.0,317.8,2245.0,veuf,0.52,2020-03-05,10000.0,5978.753005556987
64.0,oui,master,3.0,118.1,3687.0,divorcé,0.58,2022-08-06,5000.0,2835.0286587203755
71.0,non,master,2.0,148.3,3895.0,veuf,0.89,2020-04-17,5372.5199999999995,4530.749483089079
31.0,oui,bac+2,3.0,259.1,2843.0,veuf,0.9,2024-07-25,453.01,500.0
74.0,non,master,2.0,248.7,4015.0,veuf,0.03,2025-05-22,10000.0,500.0
62.0,non,bac+2,1.0,390.8,1890.0,veuf,0.98,2020-06-21,5258.598,5902.041755150125
59.0,oui,bac+2,0.0,292.5,3284.0,marié,0.81,2024-06-30,10000.0,500.0
49.0,oui,bac,4.0,151.1,849.0,marié,0.67,2021-09-03,1216.25,500.0
41.0,non,bac+2,2.0,181.2,1292.0,divorcé,0.29,2024-03-16,10000.0,500.0
37.0,non,bac,1.0,184.4,1648.0,veuf,0.93,2023-12-14,10000.0,8988.521174666177
69.0,oui,bac+2,3.0,272.6,1716.0,divorcé,0.71,2023-09-26,6203.108,500.0
20.0,oui,bac,2.0,275.4,2265.0,divorcé,0.2,2023-08-12,1216.64,5572.8532133774
24.0,oui,bac+2,3.0,251.6,959.0,divorcé,0.02,2024-10-15,5000.0,500.0
72.0,non,bac,1.0,293.6,2551.0,marié,0.93,2024-04-19,5000.0,500.0
74.0,non,doctorat,1.0,233.2,3072.0,divorcé,0.55,2021-09-09,10000.0,26314.95977921251
54.0,oui,doctorat,2.0,285.8,3296.0,veuf,0.57,2024-09-15,5000.0,32386.901964568904
72.0,oui,master,1.0,220.9,4098.0,divorcé,0.07,2022-09-11,10000.0,4030.8522563408887
40.0,non,doctorat,2.0,173.9,500.0,divorcé,0.99,2022-10-08,10000.0,500.0
27.0,oui,master,1.0,335.0,4039.0,veuf,0.29,2023-08-02,1647.8919999999998,500.0
56.0,non,bac+2,0.0,328.3,1702.0,veuf,0.55,2025-03-31,6066.722,500.0
49.0,oui,bac+2,2.0,338.5,1594.0,veuf,0.18,2022-05-02,5000.0,500.0
59.0,oui,doctorat,5.0,349.7,1959.0,divorcé,0.37,2020-11-18,4187.012,17644.572589026022
73.0,non,bac,0.0,180.3,5416.0,divorcé,0.06,2022-07-16,612.08,7045.447361433001
32.0,oui,bac,1.0,98.1,500.0,veuf,0.33,2022-10-22,5000.0,14677.36066955916
59.0,oui,master,1.0,201.8,3319.0,marié,0.05,2022-11-20,6292.938,14505.099943980891
51.0,oui,aucun,1.0,299.6,3324.0,marié,0.54,2025-01-18,406.94,500.0
65.0,oui,bac,0.0,318.8,1299.0,divorcé,0.26,2020-02-22,7125.745999999999,5551.847725031443
44.0,non,doctorat,-1.0,244.7,4551.0,veuf,0.74,2023-11-02,7165.505999999999,500.0
63.0,oui,master,1.0,272.8,2293.0,célibataire,0.05,2023-12-13,5000.0,500.0
34.0,oui,bac,3.0,226.4,692.0,divorcé,0.9,2022-09-11,8000.0,500.0
35.0,oui,master,3.0,124.5,2280.0,veuf,0.69,2022-03-19,10000.0,15884.083387500874
25.0,non,bac,3.0,353.4,2490.0,veuf,0.96,2020-11-27,4382.632,500.0
36.0,non,master,2.0,255.0,2627.0,divorcé,0.19,2020-07-25,10000.0,504.17539475171696
67.0,non,bac+2,3.0,122.4,2055.0,veuf,0.45,2022-01-01,1036.64,17395.398720173795
59.0,oui,bac,0.0,249.2,3227.0,veuf,0.71,2021-02-09,7125.25,19329.07792994021
69.0,oui,master,2.0,306.5,3228.0,marié,0.99,2023-12-22,5000.0,28165.230085091986
18.0,oui,aucun,2.0,92.6,2433.0,veuf,0.88,2022-06-23,5000.0,12427.142406627798
72.0,oui,aucun,0.0,291.3,2351.0,célibataire,0.24,2022-03-12,8000.0,4785.73149961628
31.0,non,bac+2,2.0,167.98,3943.0,veuf,0.33,2023-05-12,534.11,16841.333672344535
49.0,oui,doctorat,1.0,226.1,2262.0,célibataire,0.42,2024-03-22,8000.0,16227.99467935567
34.0,oui,bac,0.0,237.4,2815.0,veuf,0.01,2024-08-17,5000.0,500.0
57.0,non,bac,1.0,116.8,557.0,célibataire,0.57,2022-06-07,5000.0,500.0
58.0,non,bac+2,1.0,425.3,2540.0,marié,0.74,2022-06-05,6000.0,500.0
73.0,oui,master,3.0,156.6,1292.0,divorcé,0.83,2021-01-26,10000.0,7893.1039420435645
30.0,non,bac+2,0.0,196.9,3954.0,célibataire,0.62,2020-08-20,4372.5199999999995,3470.982851911336
62.0,oui,bac,0.0,245.5,3258.0,veuf,0.36,2022-06-04,5000.0,19819.320867556708
46.0,oui,aucun,3.0,181.2,2584.0,veuf,0.78,2022-05-16,904.79,500.0
26.0,non,aucun,1.0,99.4,2851.0,veuf,0.43,2023-03-18,1178.8,500.0
54.0,oui,master,0.0,245.4,3003.0,célibataire,0.95,2023-03-17,5000.0,26245.09891455392
29.0,oui,bac+2,2.0,240.0,3277.0,marié,0.79,2023-02-12,662.86,22445.300512453432
38.0,non,master,2.0,289.7,2445.0,veuf,0.39,2020-01-01,5000.0,14151.116719514372
38.0,oui,master,2.0,285.9,3362.0,célibataire,0.31,2022-12-17,5000.0,13147.067427182435
35.0,non,aucun,0.0,293.9,5603.0,veuf,0.58,2024-01-21,5000.0,500.0
62.0,oui,doctorat,0.0,199.5,2698.0,divorcé,0.46,2022-04-28,1315.12,500.0
68.0,oui,bac,3.0,211.2,3115.0,veuf,0.98,2020-10-12,6237.5019999999995,25077.483016449023
41.0,oui,bac+2,2.0,374.4,5409.0,célibataire,0.31,2020-10-23,417.58,28865.67119702225
74.0,oui,bac+2,2.0,213.6,3044.0,veuf,0.75,2024-12-10,5000.0,9070.632514025694
35.0,oui,bac,1.0,333.0,5515.0,veuf,0.99,2020-05-17,365.32,22408.82041356495
49.0,non,bac,2.0,32.3,1144.0,veuf,0.68,2025-03-22,10000.0,4895.716692658842
50.0,oui,master,2.0,313.6,1920.0,marié,0.59,2024-07-25,811.86,500.0
65.0,non,doctorat,0.0,184.1,1971.0,divorcé,0.04,2024-04-06,10000.0,4449.818754200152
45.0,oui,bac,-2.0,243.5,2085.0,veuf,0.29,2024-11-07,977.64,500.0
19.0,oui,master,0.0,299.4,2538.0,marié,0.95,2022-12-29,5000.0,676.2909220195505
40.0,oui,doctorat,2.0,323.2,4579.0,veuf,0.75,2024-08-10,5000.0,14030.749642336683
51.0,oui,aucun,1.0,238.9,3175.0,divorcé,0.73,2022-06-28,869.05,500.0
72.0,oui,doctorat,1.0,315.5,3259.0,veuf,0.4,2024-01-26,1236.36,3484.2694196268
43.0,oui,aucun,1.0,339.4,1239.0,marié,0.29,2023-03-23,5000.0,4164.696433498551
51.0,non,doctorat,2.0,268.0,3834.0,divorcé,0.25,2020-11-27,10000.0,500.0
55.0,oui,doctorat,-1.0,297.5,2379.0,marié,0.83,2025-05-17,2537.322,500.0
37.0,oui,bac+2,0.0,368.6,2336.0,veuf,0.27,2024-08-26,194.24,500.0
38.0,non,doctorat,0.0,211.4,2728.0,marié,0.49,2024-02-21,5251.737999999999,500.0
71.0,non,bac+2,0.0,350.1,3653.0,divorcé,0.39,2022-08-09,659.26,500.0
51.0,oui,bac,0.0,173.9,3797.0,divorcé,0.91,2021-06-29,3337.946,500.0
26.0,oui,doctorat,0.0,172.4,1552.0,marié,0.09,2022-03-02,4333.736,500.0
20.0,oui,bac,1.0,153.9,1760.0,célibataire,0.98,2022-11-30,7000.0,7845.1077226455
27.0,oui,bac+2,1.0,471.0,2969.0,divorcé,0.82,2020-06-19,485.52,3725.7084855280737
32.0,non,doctorat,0.0,264.1,3423.0,marié,0.03,2024-02-21,528.21,500.0
49.0,oui,doctorat,0.0,461.6,500.0,marié,0.09,2025-03-04,1204.85,15843.30611506518
75.0,non,doctorat,0.0,148.7,3533.0,marié,0.73,2020-09-23,5000.0,500.0
48.0,oui,doctorat,3.0,453.2,853.0,veuf,0.25,2021-11-28,10000.0,13263.258938932117
68.0,oui,bac,2.0,185.3,4340.0,veuf,0.01,2022-06-25,2303.6780000000003,500.0
69.0,non,bac,1.0,44.6,3098.0,divorcé,0.62,2021-03-11,5000.0,1224.6826115379745
50.0,oui,master,2.0,346.3,2173.0,marié,0.56,2022-03-22,6131.616,500.0
19.0,oui,master,1.0,258.8,3516.0,veuf,0.76,2021-01-03,5000.0,500.0
69.0,non,aucun,2.0,153.4,1950.0,divorcé,0.89,2024-10-18,6143.005999999999,10247.85882705739
63.0,oui,bac+2,1.0,278.3,1261.0,célibataire,0.5,2020-04-18,10000.0,500.0
21.0,non,doctorat,3.0,225.4,2434.0,marié,0.37,2024-07-25,4280.09,11759.27960156382
25.0,oui,aucun,2.0,364.2,1577.0,veuf,0.31,2021-04-09,10000.0,14994.020364949962
47.0,oui,bac+2,0.0,179.7,2341.0,célibataire,0.35,2021-08-28,881.82,500.0
51.0,oui,bac,-1.0,388.5,2613.0,divorcé,0.94,2022-07-04,8000.0,500.0
18.0,non,master,0.0,390.5,2103.0,marié,0.48,2022-05-01,5000.0,4998.814347485924
54.0,oui,bac,6.0,212.7,2217.0,marié,0.3,2024-07-29,654.12,10568.356170082312
53.0,non,bac+2,0.0,298.3,3891.0,veuf,0.72,2023-02-20,10000.0,500.0
31.0,oui,doctorat,1.0,86.7,1643.0,marié,0.43,2025-05-29,5000.0,500.0
39.0,non,master,1.0,410.2,2481.0,veuf,0.07,2020-04-03,10000.0,500.0
58.0,oui,bac,2.0,319.8,2091.0,célibataire,0.26,2025-01-05,10000.0,6437.080303490298
46.0,non,bac,0.0,188.5,2719.0,veuf,0.3,2021-01-21,5000.0,500.0
21.0,non,bac,0.0,334.5,1667.0,veuf,0.44,2023-04-08,10000.0,500.0
75.0,non,bac,0.0,101.6,2048.0,divorcé,0.51,2023-04-21,5000.0,500.0
48.0,oui,doctorat,0.0,171.9,2884.0,marié,0.23,2021-12-14,5000.0,500.0
45.0,oui,bac+2,0.0,349.0,3280.0,marié,0.58,2025-04-04,736.3,16114.821812283037
30.0,oui,bac,2.0,348.2,3357.0,divorcé,0.83,2021-04-02,10000.0,3766.319303457966
31.0,oui,bac,0.0,204.0,1724.0,divorcé,0.08,2021-10-08,5000.0,500.0
68.0,non,doctorat,2.0,351.8,1299.0,veuf,0.85,2022-09-16,875.84,21232.62304603144
22.0,non,doctorat,0.0,140.0,3566.0,marié,0.28,2023-02-09,10000.0,500.0
23.0,non,doctorat,1.0,168.0,1971.0,divorcé,0.07,2021-06-26,956.84,3101.03655027398
43.0,oui,bac,2.0,278.7,3380.0,célibataire,0.65,2024-02-10,949.72,500.0
62.0,non,doctorat,0.0,193.2,3695.0,veuf,0.51,2021-03-10,10000.0,14698.694545899689
75.0,non,doctorat,0.0,324.5,2665.0,célibataire,0.15,2021-04-13,7093.306,500.0
27.0,non,aucun,1.0,275.7,3011.0,marié,0.81,2020-01-14,5000.0,500.0
32.0,oui,aucun,3.0,307.4,1802.0,veuf,0.38,2024-01-26,7231.054000000001,500.0
57.0,non,aucun,0.0,131.7,710.0,veuf,0.35,2022-09-14,5000.0,500.0
72.0,non,bac,2.0,285.5,4028.0,marié,0.12,2024-01-22,10000.0,4534.499462059663
37.0,non,bac+2,2.0,106.4,1713.0,marié,0.15,2020-06-01,10000.0,500.0
46.0,non,master,0.0,184.5,2495.0,divorcé,0.9,2021-11-24,558.7,5324.606019821194
74.0,oui,bac,2.0,346.5,2094.0,célibataire,0.07,2022-09-01,5000.0,500.0
18.0,non,doctorat,1.0,115.7,1277.0,célibataire,0.76,2024-09-14,5241.21,14431.736880433617
35.0,oui,bac+2,3.0,216.9,3625.0,célibataire,0.98,2024-03-16,889.85,16511.847788978746
33.0,non,aucun,3.0,32.6,3739.0,marié,0.47,2025-05-10,6101.09,7622.307427925515
32.0,non,bac+2,2.0,264.3,2419.0,marié,0.17,2021-12-29,5000.0,500.0
33.0,non,master,4.0,149.7,3884.0,veuf,0.81,2020-12-28,5000.0,3007.2534605243823
21.0,oui,aucun,1.0,352.0,3520.0,divorcé,0.62,2023-02-24,609.57,500.0
24.0,oui,doctorat,3.0,325.8,500.0,célibataire,0.16,2025-03-01,6127.144,10809.41533727993
29.0,non,doctorat,-1.0,159.0,3440.0,divorcé,0.1,2022-10-06,5000.0,500.0
67.0,oui,doctorat,1.0,164.6,2742.0,veuf,0.48,2021-08-28,1327.39,22711.668756945503
27.0,oui,bac,3.0,243.6,3753.0,divorcé,0.31,2022-05-26,878.37,10440.63984561278
20.0,non,bac,5.0,246.2,2562.0,veuf,0.22,2025-01-17,1358.46,12379.248350927755
33.0,oui,doctorat,0.0,274.9,591.0,marié,0.83,2021-04-22,8000.0,11590.850094812204
62.0,non,doctorat,4.0,441.0,1830.0,veuf,0.23,2023-06-05,5000.0,27464.91288990096
34.0,oui,doctorat,1.0,272.2,2894.0,veuf,0.43,2021-09-26,10000.0,19198.92966960348
25.0,non,bac+2,1.0,397.1,707.0,célibataire,0.94,2021-06-29,6125.746,1021.392249042398
37.0,non,aucun,2.0,188.1,500.0,veuf,0.1,2022-09-18,1379.51,500.0
35.0,oui,master,2.0,362.3,951.0,veuf,0.12,2021-01-21,10000.0,500.0
47.0,non,bac,-1.0,264.8,2936.0,célibataire,0.86,2021-10-21,10000.0,500.0
45.0,oui,doctorat,0.0,294.6,1619.0,veuf,0.52,2022-09-08,1121.68,10473.255477311946
48.0,oui,bac,1.0,321.1,4131.0,marié,0.88,2022-02-19,5000.0,500.0
70.0,oui,bac+2,3.0,372.0,4133.0,célibataire,0.46,2020-11-24,10000.0,19932.47478104082
58.0,oui,master,3.0,136.0,1671.0,marié,0.2,2020-01-01,5000.0,16657.664161408014
24.0,oui,bac+2,4.0,222.0,2559.0,divorcé,0.92,2021-10-16,981.36,31449.799125269925
31.0,oui,master,5.0,173.6,4583.0,veuf,0.56,2024-04-17,10000.0,17283.478235790673
32.0,non,bac,2.0,298.2,2235.0,célibataire,0.03,2020-12-14,7224.258,14360.095845277156
61.0,oui,doctorat,2.0,170.1,1680.0,veuf,0.92,2021-02-08,1086.68,20653.042094201475
37.0,non,master,0.0,168.1,3804.0,veuf,0.62,2024-07-13,5000.0,7481.369214121593
31.0,non,bac,1.0,338.0,1053.0,veuf,0.18,2024-07-05,761.27,500.0
57.0,non,master,1.0,228.7,3922.0,veuf,0.88,2022-04-13,10000.0,9564.727381387353
70.0,non,bac,0.0,235.0,2368.0,célibataire,0.5,2021-04-19,6156.92,500.0
23.0,oui,master,1.0,254.5,2879.0,divorcé,0.05,2024-07-09,1316.59,500.0
35.0,oui,bac,0.0,212.9,3178.0,célibataire,0.04,2022-06-13,5000.0,500.0
48.0,oui,aucun,2.0,208.3,4200.0,marié,0.85,2021-07-18,8000.0,500.0
34.0,non,bac+2,3.0,430.7,2748.0,marié,0.99,2020-07-01,7176.030000000001,500.0
62.0,non,master,2.0,333.7,3408.0,célibataire,0.18,2021-01-14,10000.0,15827.934749938537
48.0,oui,doctorat,2.0,261.1,2960.0,marié,0.82,2023-06-07,1290.96,3377.096711691871
30.0,non,aucun,0.0,222.6,1500.0,veuf,0.94,2025-01-17,5000.0,500.0
72.0,oui,bac,2.0,353.8,1108.0,divorcé,0.1,2022-07-01,6167.01,500.0
64.0,oui,aucun,1.0,243.4,983.0,veuf,0.47,2025-03-12,5000.0,500.0
48.0,oui,bac+2,2.0,186.2,2105.0,marié,0.2,2021-06-27,10000.0,500.0
28.0,oui,bac+2,0.0,337.2,3221.0,veuf,0.27,2022-02-19,426.28,14089.94274231219
33.0,oui,master,1.0,257.5,2198.0,marié,0.32,2024-07-19,6224.258,25406.264430954623
49.0,oui,bac+2,1.0,269.6,2440.0,divorcé,0.35,2025-05-11,5000.0,24097.307916597787
26.0,non,doctorat,0.0,226.2,4240.0,célibataire,0.73,2025-02-06,10000.0,31374.50851745942
31.0,non,aucun,3.0,290.8,3433.0,marié,0.16,2022-01-31,500.11,18829.570379050907
61.0,non,doctorat,1.0,109.4,500.0,marié,0.39,2024-03-21,8000.0,500.0
64.0,non,master,0.0,246.7,1831.0,veuf,0.31,2022-09-28,5000.0,500.0
50.0,oui,bac+2,3.0,259.7,3785.0,veuf,0.2,2020-06-25,10000.0,27736.019753773995
47.0,oui,bac,1.0,237.4,1021.0,divorcé,0.67,2025-04-05,481.26,500.0
54.0,non,aucun,1.0,215.7,3390.0,célibataire,0.52,2020-12-25,268.37,500.0
75.0,non,aucun,2.0,168.9,1940.0,célibataire,0.61,2024-02-19,10000.0,500.0
56.0,oui,master,0.0,55.6,1689.0,marié,0.33,2021-07-23,10000.0,500.0
47.0,oui,doctorat,0.0,186.0,2495.0,veuf,0.8,2024-07-30,1009.67,19575.6803312617
21.0,oui,master,2.0,254.5,1951.0,veuf,0.23,2021-07-09,10000.0,14797.96511702197
43.0,oui,master,2.0,61.8,3349.0,divorcé,0.44,2025-04-09,2555.948,20522.69930985096
42.0,oui,bac,3.0,255.2,1299.0,marié,0.18,2025-02-20,10000.0,500.0
39.0,non,bac+2,3.0,290.0,2235.0,marié,0.71,2020-01-27,10000.0,4153.105009507231
50.0,non,bac+2,1.0,292.5,1818.0,veuf,0.03,2025-06-04,8000.0,6322.875750410445
34.0,non,doctorat,2.0,322.1,3180.0,divorcé,0.89,2020-05-22,5000.0,2851.088453235267
25.0,non,bac,0.0,265.5,3121.0,veuf,0.64,2021-08-10,10000.0,500.0
31.0,oui,master,1.0,117.1,2461.8,divorcé,0.62,2023-02-01,6000.0,13922.872788121991
63.0,oui,bac+2,3.0,346.7,1037.0,marié,0.16,2022-05-25,587.73,18901.087729083687
26.0,non,master,0.0,284.0,2591.0,veuf,0.89,2021-09-09,1339.51,500.0
50.0,non,bac+2,3.0,320.5,2289.0,célibataire,0.02,2022-03-01,1021.0,15824.651856603808
64.0,oui,doctorat,1.0,167.5,2854.0,marié,0.79,2024-06-10,10000.0,2322.637644558847
40.0,non,bac,2.0,205.7,3176.0,divorcé,0.76,2023-06-07,913.51,15281.37788037115
46.0,oui,aucun,3.0,222.4,2565.0,divorcé,0.39,2021-09-25,5000.0,4945.904112282128
72.0,oui,aucun,0.0,246.9,1362.0,divorcé,0.91,2021-03-31,5000.0,500.0
29.0,oui,aucun,3.0,270.2,3954.0,marié,0.96,2024-04-15,1494.94,500.0
60.0,non,master,1.0,413.5,3121.0,veuf,0.99,2024-07-30,10000.0,23273.49055432269
22.0,oui,bac+2,2.0,199.2,1871.0,veuf,0.79,2024-06-05,5000.0,15996.974511034998
73.0,oui,master,1.0,475.2,4413.0,veuf,0.53,2022-01-28,758.6,26860.904431568088
64.0,oui,master,4.0,128.0,3897.0,marié,0.06,2020-07-29,10000.0,3810.1487547042243
28.0,oui,master,1.0,277.4,2902.0,marié,0.17,2024-08-26,6378.910000000001,500.0
20.0,non,doctorat,0.0,166.7,2802.0,célibataire,0.85,2020-03-07,10000.0,500.0
19.0,oui,aucun,2.0,171.1,2372.0,célibataire,0.57,2025-04-23,5000.0,2415.3656194377777
25.0,non,bac+2,4.0,181.0,4211.0,marié,0.77,2024-02-15,10000.0,500.0
39.0,non,aucun,0.0,162.9,4666.0,divorcé,0.24,2024-05-24,5000.0,500.0
75.0,oui,doctorat,4.0,289.7,2584.0,marié,0.87,2022-07-14,7039.306,10256.342322830193
48.0,oui,bac+2,1.0,354.5,2973.0,veuf,0.53,2020-02-27,9000.0,500.0
69.0,oui,master,0.0,268.3,2844.0,veuf,0.64,2021-06-02,10000.0,500.0
19.0,oui,aucun,4.0,357.8,1326.0,célibataire,0.63,2022-12-01,10000.0,500.0
28.0,oui,master,0.0,263.7,1637.0,célibataire,0.88,2021-02-26,5000.0,958.6127907733318
18.0,non,master,3.0,395.9,4368.0,marié,0.83,2022-03-12,901.8,6377.650835333084
18.0,non,aucun,2.0,367.4,1280.0,célibataire,0.76,2023-12-27,623.76,500.0
68.0,oui,master,2.0,284.7,4261.0,célibataire,0.84,2024-11-06,4469.942,500.0
29.0,oui,bac,-1.0,328.0,3010.0,marié,0.32,2022-12-28,710.59,500.0
63.0,non,master,0.0,351.1,3236.0,divorcé,0.16,2023-02-01,930.51,12133.647642554954
23.0,non,doctorat,2.0,236.3,4609.0,veuf,0.22,2023-11-23,9000.0,21921.80831619777
60.0,oui,doctorat,1.0,356.5,1177.0,veuf,0.08,2022-01-24,5000.0,19893.399954778804
74.0,non,master,3.0,205.2,646.0,célibataire,0.01,2021-10-15,10000.0,500.0
74.0,non,bac+2,4.0,229.6,4521.0,veuf,0.26,2020-12-19,546.63,14341.049650587494
20.0,oui,master,2.0,264.8,3367.0,divorcé,0.2,2020-12-11,5000.0,25956.68916896081
55.0,oui,bac,1.0,267.6,500.0,célibataire,0.62,2025-03-18,5000.0,500.0
48.0,oui,aucun,3.0,88.9,2752.0,célibataire,0.23,2020-11-29,10000.0,500.0
54.0,oui,doctorat,1.0,251.7,834.0,veuf,0.04,2022-06-11,10000.0,1538.430860001853
42.0,non,master,1.0,386.0,4068.0,veuf,0.06,2022-10-15,10000.0,23791.873052787734
59.0,oui,master,1.0,377.7,1509.0,veuf,0.84,2023-10-16,5000.0,7361.055154846401
23.0,oui,bac,1.0,152.0,4321.0,marié,0.65,2024-06-23,7000.0,19647.87116393604
30.0,non,bac,2.0,265.0,2493.0,divorcé,0.28,2022-03-04,10000.0,500.0
64.0,oui,master,1.0,207.1,1923.0,marié,0.21,2021-08-06,773.95,500.0
25.0,oui,bac+2,0.0,276.5,2968.0,célibataire,0.09,2023-08-16,10000.0,9704.611035999003
18.0,oui,master,2.0,310.6,2431.0,veuf,0.07,2023-09-06,5305.866,8580.373393477852
53.0,non,bac+2,4.0,348.3,2381.0,célibataire,0.92,2023-05-29,10000.0,500.0
38.0,oui,bac+2,3.0,249.0,2352.0,veuf,0.77,2024-06-10,10000.0,30456.57453082284
74.0,oui,bac,0.0,386.9,5488.0,divorcé,0.33,2021-10-26,806.19,1114.8645861387158
64.0,non,doctorat,2.0,449.4,3162.0,divorcé,1.0,2022-05-11,3423.29,500.0
64.0,oui,aucun,1.0,179.5,1241.0,veuf,0.76,2022-10-21,3417.6659999999997,500.0
73.0,non,bac+2,1.0,205.8,4378.0,célibataire,0.91,2020-06-12,5000.0,500.0
60.0,non,bac,2.0,167.9,3091.0,divorcé,0.94,2020-06-18,5101.005999999999,500.0
71.0,non,doctorat,0.0,230.5,2734.0,célibataire,0.27,2021-10-22,10000.0,500.0
32.0,non,aucun,2.0,276.2,4160.0,veuf,0.95,2020-03-01,5000.0,500.0
69.0,oui,bac+2,2.0,396.6,2346.0,marié,0.51,2022-10-14,3468.796,500.0
25.0,oui,bac+2,2.0,234.9,1989.0,divorcé,0.8,2024-07-17,10000.0,500.0
38.0,oui,master,0.0,243.4,3541.0,veuf,0.61,2022-04-18,10000.0,14333.723745714326
59.0,non,bac+2,1.0,406.3,1919.0,divorcé,0.28,2020-08-03,5000.0,500.0
29.0,non,bac+2,2.0,247.8,2848.0,veuf,0.22,2023-06-09,7243.058,6079.575545602544
34.0,oui,master,4.0,131.0,1993.0,marié,0.04,2023-10-27,1032.53,2556.558250304012
51.0,oui,bac,1.0,185.8,5171.0,divorcé,0.12,2022-01-21,5000.0,9370.649664141229
47.0,oui,bac+2,1.0,355.3,1342.0,divorcé,0.83,2021-07-10,10000.0,500.0
65.0,non,aucun,0.0,145.2,500.0,célibataire,0.39,2021-07-02,626.7,500.0
54.0,non,master,2.0,351.0,3362.0,célibataire,0.13,2022-09-15,10000.0,500.0
65.0,non,bac,0.0,189.8,1442.0,veuf,0.09,2022-04-10,5162.954,500.0
35.0,oui,doctorat,1.0,344.7,2665.0,veuf,0.59,2020-09-02,5000.0,17561.76564637895
62.0,oui,master,0.0,326.1,2575.4,célibataire,0.85,2025-05-13,10000.0,2169.8987744937212
43.0,non,bac,2.0,333.7,3859.0,marié,0.52,2024-08-26,5000.0,15296.388157171425
42.0,oui,bac+2,0.0,107.5,2079.0,célibataire,0.77,2020-06-24,10000.0,9530.655382575069
72.0,non,doctorat,1.0,239.8,1636.0,veuf,0.57,2021-06-17,654.71,500.0
71.0,oui,doctorat,1.0,156.6,1646.0,célibataire,0.1,2025-03-29,7306.478,25335.829506366023
65.0,oui,bac+2,2.0,216.3,1304.0,divorcé,0.97,2025-03-05,5000.0,15946.429349493175
58.0,oui,doctorat,1.0,124.5,3099.0,divorcé,0.74,2024-12-11,5000.0,10356.017157613
41.0,oui,master,0.0,184.0,4253.0,célibataire,0.4,2020-09-10,7000.0,5342.567635062768
44.0,non,doctorat,3.0,266.8,2975.0,veuf,0.71,2022-02-14,10000.0,12567.685242447486
43.0,non,bac+2,1.0,54.0,1733.0,veuf,0.9,2020-02-13,767.26,500.0
33.0,non,bac+2,1.0,226.7,2234.0,célibataire,0.4,2022-08-04,531.94,500.0
74.0,non,aucun,2.0,200.8,2015.0,veuf,0.98,2024-12-23,1641.878,500.0
43.0,non,bac,0.0,288.3,1878.0,divorcé,0.87,2024-05-02,10000.0,500.0
19.0,non,master,1.0,245.5,1423.0,célibataire,0.28,2022-02-08,6196.976000000001,11726.134578745818
20.0,non,master,3.0,406.3,2697.0,divorcé,0.25,2021-08-09,10000.0,32750.37703664671
74.0,non,bac+2,3.0,122.4,4552.0,divorcé,0.81,2022-06-27,10000.0,24200.030468180645
30.0,oui,aucun,1.0,389.5,3610.0,divorcé,0.21,2023-11-27,10000.0,6352.59293674033
46.0,oui,bac+2,2.0,200.7,1484.0,célibataire,0.4,2025-02-07,400.01,500.0
75.0,oui,bac+2,4.0,207.6,1591.0,marié,0.67,2020-09-07,5000.0,500.0
49.0,oui,doctorat,1.0,397.0,1781.0,célibataire,0.52,2021-11-16,4384.664,500.0
33.0,oui,aucun,2.0,202.4,1447.0,veuf,0.5,2021-07-05,5000.0,1321.4322127184537
23.0,non,bac,0.0,196.1,5395.0,divorcé,0.78,2021-05-31,10000.0,500.0
50.0,non,bac,0.0,253.0,2901.0,veuf,0.1,2022-04-07,6165.505999999999,500.0
61.0,non,bac+2,0.0,242.8,2284.0,divorcé,0.64,2024-06-27,4430.9,500.0
22.0,non,doctorat,2.0,307.2,1358.0,veuf,0.11,2023-11-09,864.6,500.0
42.0,non,master,0.0,374.9,3727.0,veuf,0.9,2022-10-31,10000.0,21558.291403401545
35.0,oui,bac+2,1.0,184.7,1981.0,veuf,0.59,2021-12-12,10000.0,500.0
39.0,oui,aucun,1.0,392.6,500.0,divorcé,0.26,2022-05-23,10000.0,500.0
46.0,oui,bac+2,1.0,286.1,2158.0,veuf,0.29,2021-04-04,6424.638,500.0
64.0,oui,bac+2,2.0,272.0,1014.0,veuf,0.3,2022-09-22,717.97,9142.846620894568
20.0,non,aucun,2.0,205.0,2423.0,célibataire,0.37,2020-07-29,3432.636,4106.439828727424
31.0,non,aucun,2.0,258.6,1896.0,marié,0.84,2022-03-09,639.07,500.0
28.0,oui,aucun,1.0,309.3,500.0,célibataire,0.0,2023-03-23,10000.0,500.0
56.0,non,master,0.0,352.8,3248.0,veuf,0.5,2022-07-11,10000.0,4318.224937425991
28.0,non,bac,2.0,315.6,2175.0,divorcé,0.29,2024-10-24,10000.0,500.0
45.0,oui,aucun,3.0,311.7,2483.0,veuf,0.33,2021-06-16,898.74,500.0
59.0,oui,doctorat,1.0,30.2,500.0,veuf,0.53,2020-11-02,5000.0,500.0
67.0,oui,bac+2,2.0,220.1,2873.0,veuf,0.17,2024-03-22,5000.0,21412.646546155163
32.0,non,bac,1.0,360.6,1733.0,veuf,0.39,2021-02-03,4192.468,500.0
73.0,non,bac,2.0,96.2,1844.0,célibataire,0.81,2024-03-11,10000.0,9397.267257410613
