age,taille,poids,sport_licence,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,niveau_etude_encoded,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,smoker_oui,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
61,170.6,65.4,oui,2063,4.0,0.52,565.0,5000.0,500.0,2.0,False,False,False,False,True,False,False,True,False,False,False
30,156.4,89.5,oui,2165,0.0,0.21,574.0,10000.0,6970.96504160912,4.0,False,False,True,False,False,False,False,True,False,False,True
61,169.7,80.5,oui,4483,4.0,0.96,574.0,,11913.706943644664,1.0,False,False,True,False,False,False,False,True,False,False,False
62,173.1,64.2,non,4578,5.0,0.24,619.0,5000.0,5665.770817987172,2.0,False,True,False,False,False,False,False,True,False,False,True
42,155.3,51.1,non,2284,0.0,0.82,574.0,964.41,13730.40791509494,3.0,False,False,False,False,True,False,False,False,False,True,False
42,159.2,86.5,oui,500,1.0,0.86,574.0,662.05,500.0,1.0,False,False,False,False,False,False,True,False,False,False,True
54,178.9,71.2,non,2048,0.0,0.22,574.0,5000.0,500.0,2.0,False,False,False,False,False,True,False,True,False,True,False
43,173.2,92.1,non,2004,0.0,0.24,594.0,5000.0,500.0,2.0,False,False,False,False,False,True,False,True,False,True,False
55,174.9,96.3,non,3836,0.0,0.0,574.0,5000.0,17105.93704838342,1.0,True,False,False,False,False,False,False,False,False,False,False
44,142.6,102.0,oui,2713,5.0,0.2,482.0,970.81,18444.11117992504,4.0,False,False,True,False,False,False,False,True,True,False,False
62,175.0,54.1,non,3417,0.0,0.28,656.0,908.36,25452.77141963583,3.0,False,False,False,True,False,False,False,False,False,False,False
24,151.1,93.6,non,1082,3.0,0.25,767.0,,500.0,1.0,False,False,False,False,True,False,False,False,False,True,False
70,191.5,85.1,non,4112,3.0,0.87,481.0,,500.0,0.0,False,False,False,False,True,False,False,True,False,False,False
62,167.5,43.1,non,1135,0.0,0.93,574.0,,12606.329063545196,1.0,False,False,False,False,False,False,True,False,False,True,False
65,170.6,72.2,non,2033,0.0,0.4,574.0,377.71,500.0,4.0,False,False,False,False,False,False,True,True,False,False,True
49,154.9,66.3,non,2217,0.0,0.91,365.0,10000.0,500.0,3.0,False,True,False,False,False,False,False,True,False,True,False
38,186.8,76.0,oui,1388,1.0,0.14,574.0,872.69,500.0,0.0,False,False,False,False,False,False,False,False,True,False,False
63,168.4,69.8,oui,718,0.0,0.43,574.0,10000.0,500.0,2.0,False,True,False,False,False,False,False,False,False,False,True
49,163.9,70.3,non,3877,2.0,0.75,837.0,5000.0,500.0,0.0,False,False,False,True,False,False,False,True,False,False,True
37,197.0,64.9,non,2862,2.0,0.22,574.0,5000.0,20351.17272525365,4.0,False,False,False,False,True,False,False,True,False,True,False
54,188.4,73.0,non,3224,0.0,0.71,370.0,10000.0,500.0,4.0,False,False,False,False,False,False,False,False,False,True,False
52,170.5,48.5,oui,2718,0.0,0.44,574.0,701.19,500.0,0.0,False,False,False,True,False,False,False,True,True,False,False
25,169.6,65.3,oui,2634,0.0,0.78,574.0,10000.0,500.0,4.0,False,False,False,False,False,False,False,False,False,True,False
42,160.9,69.8,oui,2019,4.0,0.95,574.0,731.7,500.0,2.0,False,False,False,False,False,False,False,False,False,False,True
69,188.2,53.8,oui,3224,5.0,0.44,574.0,,29974.082440550083,3.0,False,False,False,False,False,False,False,False,False,False,False
21,160.3,59.7,non,4102,2.0,0.36,310.0,,500.0,2.0,False,False,False,True,False,False,False,False,False,True,False
74,146.5,76.7,oui,2166,5.0,0.78,574.0,657.41,720.7756061643772,3.0,False,False,False,False,False,True,False,False,False,True,False
28,161.3,94.8,oui,2072,4.0,0.64,574.0,10000.0,26764.334741960192,3.0,False,False,True,False,False,False,False,False,False,True,False
57,163.5,95.0,oui,3402,2.0,0.86,574.0,792.37,500.0,3.0,False,False,False,False,False,True,False,True,False,True,False
43,176.6,40.8,oui,2313,0.0,0.81,574.0,,15147.43953010669,2.0,False,False,False,False,True,False,False,False,True,False,False
29,170.9,51.5,non,2296,1.0,0.98,848.0,,2598.098349577962,0.0,False,False,False,False,False,False,False,True,True,False,False
42,192.4,78.6,non,4430,0.0,0.74,689.0,,500.0,0.0,False,False,True,False,False,False,False,False,False,True,False
73,174.7,54.7,non,3090,0.0,0.13,440.0,,500.0,3.0,True,False,False,False,False,False,False,True,False,False,True
70,171.5,82.3,non,891,2.0,0.39,318.0,,500.0,3.0,False,False,False,False,False,False,False,True,False,False,True
65,171.7,95.6,non,3451,2.0,0.81,574.0,5000.0,5175.157681532467,2.0,False,False,False,False,True,False,False,True,True,False,False
63,155.7,63.7,oui,4412,0.0,0.31,574.0,1416.65,21162.502911683285,4.0,False,False,False,False,True,False,False,True,True,False,False
26,171.8,86.8,non,4044,0.0,0.78,361.0,5000.0,23838.1197018406,3.0,False,False,False,True,False,False,False,False,False,False,False
48,186.7,54.5,oui,3171,0.0,0.01,574.0,,22164.49867708017,3.0,False,False,True,False,False,False,False,False,False,False,False
63,165.0,69.5,non,1118,0.0,0.37,406.0,5000.0,500.0,0.0,False,False,False,True,False,False,False,True,True,False,False
39,183.7,71.4,oui,4377,0.0,0.37,531.0,10000.0,29232.737045600847,3.0,False,False,False,False,False,False,False,False,False,True,False
54,174.7,67.9,oui,980,0.0,0.76,574.0,10000.0,500.0,0.0,False,False,True,False,False,False,False,True,True,False,False
36,168.6,64.2,oui,3971,1.0,0.14,574.0,625.45,31134.60947881352,3.0,False,False,True,False,False,False,False,False,True,False,False
54,153.8,40.1,oui,3120,0.0,0.28,387.0,,500.0,2.0,False,True,False,False,False,False,False,False,True,False,False
34,179.3,58.3,oui,2413,0.0,0.81,574.0,,2888.0324235447583,2.0,False,False,False,False,True,False,False,False,False,True,False
57,162.7,72.5,non,4853,0.0,0.44,574.0,,10926.712372108052,0.0,False,False,False,True,False,False,False,False,False,True,False
74,190.3,75.2,non,2587,0.0,0.83,339.0,,500.0,0.0,False,False,False,True,False,False,False,True,False,True,False
41,146.4,33.7,non,1834,0.0,0.67,639.0,321.59,500.0,3.0,False,False,False,False,False,True,False,True,False,True,False
55,168.2,59.3,non,1948,0.0,0.28,729.0,,11622.434275038482,3.0,False,False,False,False,False,True,False,True,False,True,False
24,169.3,75.6,non,1401,0.0,0.88,468.0,674.75,7696.626334200663,1.0,False,False,False,True,False,False,False,True,False,True,False
29,166.4,90.5,oui,4100,0.0,0.12,333.0,811.2,500.0,1.0,False,True,False,False,False,False,False,False,True,False,False
35,178.7,85.3,oui,1173,0.0,0.64,467.0,146.53,7628.110479615837,1.0,True,False,False,False,False,False,False,True,True,False,False
32,176.8,72.8,non,2069,1.0,0.9,675.0,,500.0,2.0,False,False,True,False,False,False,False,True,False,True,False
56,158.3,53.5,oui,4110,0.0,0.71,336.0,422.95,5845.426875666586,3.0,False,False,False,False,False,False,True,True,False,False,False
66,184.7,74.3,non,3054,0.0,0.15,829.0,791.35,14701.024779094014,4.0,False,False,True,False,False,False,False,True,False,True,False
49,183.4,46.4,oui,500,0.0,0.37,334.0,471.97,11669.49532162052,2.0,False,False,False,True,False,False,False,False,False,False,False
31,182.4,36.2,non,2397,0.0,0.56,825.0,10000.0,13033.296027135704,3.0,False,False,False,False,True,False,False,True,True,False,False
24,165.2,61.4,oui,900,3.0,0.3,700.0,10000.0,500.0,1.0,False,True,False,False,False,False,False,False,False,False,False
56,184.1,105.0,oui,2968,0.0,0.66,574.0,,500.0,2.0,False,False,False,False,False,False,True,True,False,False,True
51,176.1,74.3,non,2810,0.0,0.61,736.0,,10587.038362353696,3.0,False,False,False,False,False,False,True,True,False,True,False
44,170.9,64.7,non,4087,0.0,0.09,574.0,5000.0,33647.972354477904,4.0,False,False,False,False,False,False,False,False,True,False,False
38,162.5,71.9,non,3677,1.0,0.17,574.0,,35086.03604013958,4.0,False,False,False,False,True,False,False,False,False,True,False
44,163.9,72.2,non,3084,0.0,0.18,323.0,366.57,11884.304094264917,4.0,False,False,False,True,False,False,False,True,True,False,False
24,164.3,79.1,oui,3895,0.0,0.27,837.0,10000.0,500.0,0.0,False,False,False,False,False,False,False,False,False,False,False
45,170.6,57.3,oui,2945,0.0,0.3,574.0,627.62,11854.896860798548,1.0,False,False,False,False,False,True,False,False,True,False,False
37,174.8,45.9,non,2677,0.0,0.01,574.0,1237.26,27971.04448856834,4.0,False,False,False,False,False,True,False,False,True,False,False
34,165.4,76.7,oui,1579,0.0,0.76,574.0,,13606.848863344549,3.0,False,False,False,False,False,True,False,True,False,False,False
23,180.1,79.1,oui,1691,0.0,0.65,830.0,5000.0,19060.514882698342,1.0,False,False,False,False,False,True,False,False,True,False,False
45,179.0,101.5,oui,3365,0.0,0.96,574.0,5000.0,12227.663924565972,0.0,False,False,False,False,False,False,False,False,True,False,False
23,159.0,84.5,oui,2972,1.0,0.82,574.0,1192.92,17239.886951378317,0.0,False,False,False,False,False,False,False,False,False,True,False
52,176.3,64.8,non,1601,4.0,0.24,711.0,5000.0,500.0,0.0,False,True,False,False,False,False,False,True,False,False,True
61,170.0,44.1,non,5393,4.0,0.3,574.0,292.28,31564.243039268124,4.0,False,False,False,True,False,False,False,False,False,False,False
63,179.1,69.5,oui,4859,0.0,0.02,574.0,5000.0,3222.850993426015,2.0,False,False,False,True,False,False,False,False,False,False,False
68,166.5,98.0,non,1503,0.0,0.29,574.0,928.07,15228.713344699549,3.0,False,False,False,False,False,False,True,True,False,True,False
22,178.1,105.4,non,3839,0.0,0.12,535.0,566.71,500.0,2.0,False,False,False,False,False,False,True,True,False,False,True
74,167.1,83.4,oui,1117,5.0,0.1,764.0,436.44,500.0,2.0,False,False,False,False,False,True,False,False,False,True,False
41,160.8,93.8,oui,2023,0.0,0.71,574.0,5000.0,500.0,3.0,False,False,False,False,True,False,False,True,False,True,False
72,172.5,66.0,non,2785,2.0,0.74,371.0,209.53,1043.1967839468134,0.0,False,False,False,False,True,False,False,False,False,False,True
58,178.2,65.3,oui,2583,0.0,0.29,574.0,,16342.31315846054,1.0,False,True,False,False,False,False,False,False,False,False,True
36,158.5,66.2,non,2378,4.0,1.0,574.0,640.38,500.0,1.0,False,False,False,False,False,False,False,True,False,True,False
29,156.7,45.7,oui,1904,0.0,0.15,760.0,,500.0,1.0,False,True,False,False,False,False,False,True,True,False,False
72,157.9,41.6,oui,2170,3.0,0.75,574.0,5000.0,500.0,1.0,False,False,False,False,False,True,False,False,False,True,False
56,162.2,54.7,oui,3502,0.0,0.25,574.0,232.05,24680.423985935624,4.0,False,False,False,False,False,True,False,True,False,True,False
47,167.0,41.9,oui,3104,0.0,0.41,574.0,5000.0,500.0,4.0,False,False,True,False,False,False,False,True,False,True,False
74,156.2,100.1,oui,3175,0.0,0.12,574.0,,16172.226324567242,0.0,False,False,False,False,False,False,True,True,False,True,False
44,172.9,76.5,non,2656,2.0,0.78,574.0,5000.0,11907.294033394588,3.0,False,False,False,False,False,True,False,True,False,True,False
23,152.9,63.1,oui,2279,0.0,0.89,778.0,10000.0,500.0,1.0,False,False,True,False,False,False,False,True,False,False,True
26,172.8,52.3,oui,2172,0.0,0.46,537.0,10000.0,500.0,3.0,True,False,False,False,False,False,False,True,False,True,False
44,177.0,81.0,non,2272,0.0,0.63,467.0,5000.0,500.0,3.0,True,False,False,False,False,False,False,False,False,False,False
55,180.2,52.4,oui,1858,0.0,0.67,574.0,5000.0,500.0,4.0,True,False,False,False,False,False,False,True,False,True,False
43,178.7,56.6,non,1738,0.0,0.19,514.0,,500.0,4.0,True,False,False,False,False,False,False,True,True,False,False
47,168.1,68.9,non,500,0.0,0.38,574.0,5000.0,8137.694181928578,2.0,False,False,False,False,False,True,False,False,False,False,True
39,160.6,52.5,oui,4058,0.0,0.59,574.0,10000.0,21630.139893018837,1.0,False,False,True,False,False,False,False,False,False,True,False
69,162.0,81.0,oui,3495,0.0,0.64,574.0,10000.0,22359.02098162903,1.0,True,False,False,False,False,False,False,True,False,True,False
57,172.2,42.2,oui,1996,4.0,0.53,574.0,,500.0,2.0,False,False,False,False,False,False,True,True,False,True,False
69,175.1,77.9,oui,4908,0.0,0.22,453.0,,17121.83613863081,3.0,False,False,False,False,False,False,True,False,False,True,False
47,159.6,91.6,non,1138,1.0,0.31,574.0,5000.0,500.0,2.0,False,False,False,True,False,False,False,True,True,False,False
47,174.0,65.4,non,2812,0.0,0.03,365.0,5000.0,500.0,0.0,True,False,False,False,False,False,False,True,False,False,True
56,173.2,72.7,oui,2478,0.0,0.59,574.0,10000.0,4393.012898958164,0.0,False,False,False,False,True,False,False,True,False,True,False
45,171.1,73.9,non,1660,5.0,0.14,574.0,,11903.149815046692,3.0,False,False,False,False,False,True,False,True,False,True,False
66,173.4,84.2,oui,2655,3.0,0.23,574.0,10000.0,16059.981959153982,4.0,False,False,False,False,False,False,False,False,False,True,False
22,159.2,53.3,non,5043,5.0,0.21,368.0,,500.0,4.0,False,False,False,False,False,False,True,True,False,True,False
54,162.0,39.6,oui,3596,1.0,0.62,686.0,903.9,33463.70355979985,3.0,False,False,False,False,False,False,False,False,False,False,True
48,175.3,65.0,non,3412,0.0,0.77,316.0,1055.48,1546.4329456247565,3.0,False,False,False,False,False,False,False,False,False,False,True
27,169.4,74.7,non,1167,4.0,0.06,450.0,5000.0,5778.3578543595895,2.0,False,False,False,False,False,True,False,False,False,True,False
41,193.7,55.2,non,4099,0.0,0.13,574.0,5000.0,500.0,2.0,False,False,False,True,False,False,False,True,False,False,False
55,155.4,91.0,non,3052,1.0,0.82,574.0,5000.0,33248.15520890286,4.0,False,False,False,False,True,False,False,False,False,False,True
40,161.0,73.7,non,1698,1.0,0.11,574.0,1264.62,7756.3142414971,1.0,True,False,False,False,False,False,False,False,True,False,False
36,181.9,83.1,oui,2213,0.0,0.9,574.0,5000.0,500.0,3.0,False,False,True,False,False,False,False,True,False,True,False
24,185.2,53.3,non,1675,0.0,0.77,574.0,10000.0,1618.376458819807,2.0,False,False,False,False,False,False,False,True,False,False,True
19,177.0,63.8,oui,1269,0.0,0.06,574.0,10000.0,17219.729711852156,3.0,False,False,False,False,True,False,False,True,False,False,True
22,187.9,92.4,oui,3580,0.0,0.38,574.0,5000.0,35317.974029616846,4.0,False,False,False,False,False,False,True,True,False,True,False
43,181.1,63.4,oui,3401,0.0,0.04,574.0,10000.0,1650.957804346736,1.0,False,False,False,False,False,True,False,False,False,False,True
63,179.2,96.2,oui,2647,2.0,0.32,565.0,5000.0,21200.61741008603,4.0,False,False,False,False,False,True,False,True,False,True,False
35,170.6,103.0,oui,2299,0.0,0.45,574.0,,25479.609618609367,3.0,False,False,False,False,False,False,True,True,False,True,False
32,158.4,74.8,non,1783,0.0,0.55,574.0,753.15,22436.172196770716,4.0,False,False,False,False,False,False,True,False,False,True,False
70,176.1,63.6,non,4394,0.0,0.25,403.0,,1106.3254312705014,0.0,False,False,False,False,False,False,True,True,False,False,False
28,171.6,71.4,non,2278,0.0,0.97,574.0,5000.0,8612.228187114246,2.0,False,False,True,False,False,False,False,False,False,True,False
39,171.7,52.7,oui,2470,1.0,0.82,574.0,10000.0,500.0,2.0,False,True,False,False,False,False,False,False,True,False,False
64,170.0,53.9,oui,3127,0.0,0.18,574.0,5000.0,500.0,2.0,False,False,False,True,False,False,False,False,False,True,False
29,180.3,53.0,non,3156,4.0,0.9,587.0,354.99,500.0,3.0,False,False,True,False,False,False,False,False,False,True,False
47,171.7,113.0,oui,1945,0.0,0.75,519.0,5000.0,4542.542821420493,0.0,True,False,False,False,False,False,False,True,False,True,False
29,143.5,72.9,non,2649,0.0,0.27,574.0,,8722.039689557096,3.0,False,False,False,False,False,False,False,True,False,False,False
67,157.8,64.8,oui,1902,0.0,0.14,572.0,5000.0,22921.100873645544,3.0,False,False,True,False,False,False,False,False,False,False,True
63,167.0,83.8,oui,2370,4.0,0.25,532.0,936.5,500.0,4.0,False,False,True,False,False,False,False,True,False,False,False
64,163.4,79.5,non,2223,0.0,0.83,523.0,922.31,500.0,1.0,False,False,False,False,True,False,False,True,True,False,False
63,178.5,57.8,oui,500,0.0,0.59,654.0,10000.0,500.0,3.0,False,False,True,False,False,False,False,False,False,False,False
23,174.1,78.7,oui,3003,5.0,0.64,844.0,,19662.205161750564,1.0,False,False,True,False,False,False,False,False,True,False,False
21,167.2,45.3,non,4131,0.0,0.37,574.0,10000.0,500.0,2.0,False,False,False,False,True,False,False,True,False,True,False
28,154.9,31.3,oui,1990,0.0,0.3,842.0,695.98,500.0,3.0,False,False,False,False,True,False,False,True,True,False,False
69,160.3,64.9,oui,3615,0.0,0.32,574.0,10000.0,500.0,2.0,False,False,False,False,True,False,False,True,False,False,True
44,153.8,90.8,oui,2435,0.0,0.49,574.0,5000.0,21690.947888224197,2.0,False,True,False,False,False,False,False,False,False,False,False
60,183.8,35.0,oui,1992,0.0,0.06,574.0,5000.0,500.0,1.0,False,False,False,False,False,False,False,True,False,True,False
31,180.5,81.0,non,4637,2.0,0.97,547.0,5000.0,19712.90087879855,1.0,False,False,False,False,True,False,False,False,True,False,False
69,176.1,103.0,non,1457,1.0,0.45,609.0,,5795.751822278809,3.0,False,False,False,False,False,True,False,True,False,True,False
64,168.8,87.6,non,1484,0.0,0.74,596.0,935.95,500.0,0.0,False,True,False,False,False,False,False,True,True,False,False
36,158.1,82.1,oui,4461,0.0,0.93,574.0,,31407.32509263601,4.0,False,False,False,False,False,True,False,True,False,False,True
38,155.3,75.2,oui,1154,0.0,0.02,528.0,,7577.840980849943,0.0,False,False,False,False,False,True,False,True,False,True,False
54,161.0,55.1,non,921,0.0,0.19,782.0,10000.0,5100.019718326759,0.0,False,False,False,True,False,False,False,False,False,False,True
21,181.0,85.9,oui,3102,0.0,0.17,574.0,10000.0,28253.781293931777,4.0,False,False,False,False,True,False,False,False,False,True,False
71,167.1,53.9,non,1654,0.0,0.13,725.0,741.24,500.0,1.0,True,False,False,False,False,False,False,True,False,True,False
41,172.7,94.7,non,2919,0.0,0.53,574.0,10000.0,500.0,4.0,False,False,False,True,False,False,False,True,False,True,False
24,176.5,59.4,non,2187,0.0,0.2,574.0,5000.0,500.0,0.0,False,False,True,False,False,False,False,False,False,False,False
62,158.6,88.2,non,891,0.0,0.64,574.0,5000.0,500.0,0.0,False,False,False,False,False,False,True,False,True,False,False
58,163.6,83.0,non,1228,0.0,0.64,478.0,206.86,500.0,2.0,False,False,False,False,False,True,False,False,False,False,False
28,174.8,78.1,non,4179,4.0,0.47,574.0,945.52,500.0,3.0,False,False,True,False,False,False,False,True,False,True,False
45,137.9,70.2,non,1409,0.0,0.3,574.0,,500.0,1.0,False,True,False,False,False,False,False,False,False,False,False
62,166.1,67.3,non,1688,0.0,0.62,574.0,1211.11,500.0,3.0,False,False,False,True,False,False,False,True,False,True,False
38,159.8,48.5,non,762,4.0,0.68,574.0,,500.0,2.0,True,False,False,False,False,False,False,True,False,True,False
61,197.6,52.9,oui,1273,0.0,0.6,574.0,,500.0,4.0,False,False,False,False,False,True,False,True,False,True,False
67,165.0,81.4,non,2825,4.0,0.33,574.0,,4338.364496402583,4.0,False,False,False,True,False,False,False,True,False,True,False
71,171.4,79.9,non,500,0.0,0.24,350.0,10000.0,500.0,4.0,False,False,False,True,False,False,False,True,False,False,True
30,182.2,55.6,oui,1334,0.0,0.2,814.0,1381.18,9003.871538208286,2.0,False,False,False,False,True,False,False,True,True,False,False
37,156.9,91.6,oui,2784,4.0,0.6,540.0,10000.0,500.0,1.0,False,False,False,False,False,True,False,False,False,False,True
27,146.5,61.1,oui,3005,0.0,0.89,507.0,10000.0,24370.322664287043,3.0,True,False,False,False,False,False,False,True,False,True,False
32,156.5,61.9,oui,2608,0.0,0.8,574.0,10000.0,10833.164463744575,2.0,False,False,False,False,False,True,False,False,False,True,False
73,169.0,72.3,non,1355,0.0,0.12,463.0,,500.0,2.0,False,False,True,False,False,False,False,True,False,True,False
68,165.3,78.8,non,4625,0.0,0.18,574.0,1031.49,20886.43335297438,0.0,False,False,False,False,False,False,True,False,False,True,False
35,159.4,83.1,oui,3299,0.0,0.83,574.0,758.84,500.0,2.0,False,False,False,False,True,False,False,True,False,False,True
37,174.5,71.4,non,3064,0.0,0.63,574.0,469.37,15372.664090991597,2.0,False,False,False,False,False,False,False,False,False,True,False
54,168.5,88.9,oui,2443,0.0,0.4,574.0,362.4,500.0,0.0,False,False,False,True,False,False,False,True,False,True,False
32,172.2,76.7,non,2148,0.0,0.57,834.0,707.73,500.0,3.0,False,False,True,False,False,False,False,False,False,False,False
35,188.1,52.7,non,2757,4.0,0.73,443.0,,500.0,3.0,False,False,True,False,False,False,False,True,False,False,False
63,160.3,63.4,non,3846,0.0,0.76,498.0,5000.0,500.0,4.0,False,False,False,False,True,False,False,True,False,False,False
21,166.1,54.1,oui,4139,0.0,0.73,574.0,474.69,12395.881731248866,3.0,False,False,False,False,False,False,False,False,False,False,True
33,173.3,72.3,non,3734,0.0,0.43,433.0,5000.0,34381.429236718606,3.0,False,False,False,False,False,True,False,False,False,True,False
44,178.5,88.1,oui,2953,0.0,0.15,394.0,5000.0,500.0,2.0,True,False,False,False,False,False,False,True,True,False,False
29,166.2,34.5,oui,2811,0.0,0.3,739.0,10000.0,26643.10515697082,0.0,False,False,False,False,True,False,False,False,True,False,False
65,169.8,46.9,non,3729,0.0,0.63,574.0,,17724.105609609116,1.0,False,False,False,False,False,False,True,False,False,True,False
53,147.2,79.5,non,3390,0.0,0.48,712.0,5000.0,18634.61791235963,2.0,False,False,False,True,False,False,False,True,False,False,False
49,165.3,83.2,oui,1818,0.0,1.0,404.0,344.62,500.0,0.0,False,False,False,False,False,True,False,False,False,False,False
75,167.4,87.6,non,3224,0.0,0.04,684.0,467.76,500.0,3.0,False,False,True,False,False,False,False,True,False,False,False
38,166.0,79.3,non,3980,0.0,0.02,658.0,857.77,500.0,0.0,False,False,False,False,False,False,False,True,False,True,False
47,180.8,80.9,oui,602,2.0,0.85,843.0,,500.0,4.0,False,False,False,False,False,True,False,True,False,False,True
42,182.2,82.9,non,5261,0.0,0.49,524.0,,28019.504719403125,3.0,False,False,False,False,True,False,False,False,True,False,False
29,168.8,54.9,non,2564,0.0,0.59,574.0,,500.0,1.0,False,False,False,False,False,True,False,True,False,True,False
53,166.7,51.2,oui,3080,0.0,0.56,659.0,176.21,500.0,1.0,False,False,False,False,False,False,False,True,False,True,False
26,175.6,54.1,non,2915,0.0,0.97,310.0,10000.0,500.0,3.0,False,False,False,False,False,False,False,False,False,False,False
71,172.0,60.7,oui,1195,0.0,0.69,470.0,,13657.952881182742,0.0,False,False,False,False,False,False,False,False,False,True,False
53,170.0,105.8,oui,2291,3.0,0.85,574.0,1237.33,500.0,0.0,False,False,False,True,False,False,False,True,False,True,False
68,166.9,50.2,non,2337,0.0,0.13,844.0,1082.09,8032.335463356014,1.0,False,False,True,False,False,False,False,False,False,False,False
72,179.1,63.5,oui,3336,0.0,0.59,648.0,,13163.020457712131,4.0,True,False,False,False,False,False,False,False,False,True,False
53,177.6,62.8,oui,2275,4.0,0.25,574.0,10000.0,16056.023446273066,2.0,False,False,False,False,False,True,False,True,False,True,False
61,168.9,72.7,non,3078,5.0,0.98,523.0,970.57,8005.057222259824,0.0,True,False,False,False,False,False,False,False,True,False,False
75,175.1,59.3,oui,2243,3.0,0.37,574.0,949.89,500.0,1.0,False,True,False,False,False,False,False,True,False,False,False
70,186.8,76.4,oui,1992,5.0,0.42,574.0,10000.0,15349.175434842493,1.0,False,False,False,True,False,False,False,False,False,True,False
63,176.0,74.8,non,3991,2.0,0.55,574.0,10000.0,14208.561849570082,1.0,False,False,False,True,False,False,False,False,False,False,False
36,170.6,65.7,oui,1325,0.0,0.94,574.0,,500.0,2.0,False,False,False,False,False,False,False,True,False,True,False
71,174.0,57.2,oui,1703,5.0,0.3,461.0,5000.0,33600.99385331379,4.0,True,False,False,False,False,False,False,False,False,False,True
66,162.8,70.7,oui,3306,5.0,0.76,320.0,,500.0,3.0,False,False,True,False,False,False,False,True,False,True,False
33,164.2,68.3,oui,1866,0.0,0.28,703.0,,500.0,1.0,False,False,False,False,False,False,True,True,True,False,False
53,166.9,66.0,non,3363,0.0,0.59,431.0,10000.0,15471.04609982686,3.0,False,True,False,False,False,False,False,False,False,True,False
52,152.2,51.4,oui,5220,0.0,0.01,574.0,,3534.646866962595,0.0,False,False,False,False,False,False,False,False,False,False,False
54,170.5,96.6,oui,2046,1.0,0.56,605.0,10000.0,500.0,1.0,False,False,False,True,False,False,False,True,False,True,False
44,165.4,88.7,non,3094,4.0,0.75,574.0,10000.0,20287.06704982809,3.0,False,False,False,False,False,True,False,True,False,True,False
43,175.5,61.8,oui,1694,0.0,0.87,574.0,5000.0,24914.758303636103,4.0,False,False,True,False,False,False,False,False,False,False,False
61,166.0,66.4,oui,4377,0.0,0.27,574.0,10000.0,20652.85541863941,4.0,False,False,False,False,False,False,False,False,False,True,False
31,167.4,69.3,oui,2987,0.0,0.21,700.0,1161.87,500.0,1.0,False,False,True,False,False,False,False,False,True,False,False
53,179.6,71.0,non,4091,0.0,0.39,574.0,,9971.570741690672,3.0,False,False,False,True,False,False,False,True,False,True,False
75,187.8,50.0,oui,1718,3.0,0.25,445.0,10000.0,500.0,1.0,False,True,False,False,False,False,False,True,False,True,False
56,172.3,43.7,oui,3128,0.0,0.93,574.0,,18636.31269069667,3.0,True,False,False,False,False,False,False,True,False,True,False
43,176.0,66.8,non,3134,0.0,0.49,574.0,,24822.215181932985,4.0,False,False,False,True,False,False,False,False,False,True,False
57,177.3,72.5,non,3999,2.0,0.13,574.0,1217.02,500.0,3.0,False,True,False,False,False,False,False,True,False,False,True
47,174.8,89.8,oui,2467,3.0,0.52,574.0,10000.0,500.0,4.0,False,False,False,False,True,False,False,False,False,True,False
69,183.5,63.3,oui,4615,0.0,0.43,574.0,10000.0,500.0,0.0,False,False,True,False,False,False,False,True,False,True,False
22,170.7,79.5,oui,635,0.0,0.18,574.0,10000.0,500.0,0.0,False,False,False,False,False,True,False,False,False,True,False
61,182.3,75.2,oui,510,0.0,0.48,574.0,833.72,500.0,0.0,False,False,True,False,False,False,False,False,False,True,False
44,178.4,50.4,non,4571,0.0,0.19,380.0,,18783.19340450456,3.0,False,False,False,False,False,True,False,True,False,False,False
56,176.3,74.2,oui,1764,0.0,0.79,663.0,10000.0,21244.019747422983,1.0,False,False,False,True,False,False,False,False,False,True,False
26,161.8,42.5,oui,4290,4.0,0.08,806.0,729.12,28278.78890632364,3.0,False,False,False,False,False,False,True,True,True,False,False
27,169.0,56.3,oui,579,4.0,0.0,574.0,,500.0,0.0,False,True,False,False,False,False,False,False,False,False,False
41,180.4,66.7,oui,3535,1.0,0.16,574.0,5000.0,31031.6492562988,3.0,True,False,False,False,False,False,False,False,False,True,False
31,152.3,50.0,non,2036,0.0,0.09,670.0,,15636.628512708256,2.0,False,False,False,True,False,False,False,False,False,True,False
71,159.9,79.3,oui,1412,0.0,0.68,608.0,554.99,3124.164472073433,4.0,False,False,False,False,False,False,True,False,False,False,False
22,190.8,54.2,non,3051,0.0,0.64,574.0,,18605.92257551191,3.0,False,False,False,False,True,False,False,True,False,True,False
29,185.5,75.6,non,2808,3.0,0.33,600.0,,29909.34179769602,4.0,True,False,False,False,False,False,False,False,False,False,False
71,181.1,65.6,oui,2859,1.0,0.06,574.0,10000.0,4200.779232353485,0.0,False,False,False,False,True,False,False,True,False,False,False
27,165.2,59.4,non,2702,0.0,0.74,574.0,5000.0,500.0,0.0,False,False,False,False,False,False,True,True,False,True,False
73,189.6,67.5,non,4189,0.0,0.05,574.0,594.88,500.0,0.0,False,False,False,False,False,False,True,False,False,False,False
